Site,Watershed,Stream,SiteUnit,ChUnitNumber,FishCrew,SurveyType,Method,Date,Tier1,Tier2,Discharge,Temp,PercentIceCover,Species,count,Pass1.M,Pass2.C,Pass3.R
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_2,2,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Scour Pool,2.397154742182191,2,NA,Chinook,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_2,2,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Scour Pool,2.397154742182191,2,NA,Steelhead,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_20,20,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Run,FNT,2.397154742182191,2,NA,BrookTrout,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_20,20,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Run,FNT,2.397154742182191,2,NA,Chinook,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_20,20,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Run,FNT,2.397154742182191,2,NA,Steelhead,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_23,23,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Scour Pool,2.397154742182191,2,NA,BrookTrout,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_23,23,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Scour Pool,2.397154742182191,2,NA,Chinook,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_23,23,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Scour Pool,2.397154742182191,2,NA,Steelhead,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_24,24,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Scour Pool,2.397154742182191,2,NA,BrookTrout,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_24,24,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Scour Pool,2.397154742182191,2,NA,Chinook,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_24,24,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Scour Pool,2.397154742182191,2,NA,Steelhead,1,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_25,25,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Run,FNT,2.397154742182191,2,NA,BrookTrout,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_25,25,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Run,FNT,2.397154742182191,2,NA,Chinook,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_25,25,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Run,FNT,2.397154742182191,2,NA,Steelhead,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_26,26,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Run,FNT,2.397154742182191,2,NA,BrookTrout,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_26,26,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Run,FNT,2.397154742182191,2,NA,Chinook,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_26,26,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Run,FNT,2.397154742182191,2,NA,Steelhead,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_28,28,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Run,FNT,2.397154742182191,2,NA,BrookTrout,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_28,28,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Run,FNT,2.397154742182191,2,NA,Chinook,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_28,28,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Run,FNT,2.397154742182191,2,NA,Steelhead,1,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_29,29,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Scour Pool,2.397154742182191,2,NA,BrookTrout,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_29,29,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Scour Pool,2.397154742182191,2,NA,Chinook,1,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_29,29,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Scour Pool,2.397154742182191,2,NA,Steelhead,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_3,3,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Off Channel,2.397154742182191,2,NA,BrookTrout,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_3,3,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Off Channel,2.397154742182191,2,NA,Chinook,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_3,3,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Off Channel,2.397154742182191,2,NA,Steelhead,1,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_30,30,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Scour Pool,2.397154742182191,2,NA,BrookTrout,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_30,30,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Scour Pool,2.397154742182191,2,NA,Chinook,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_30,30,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Scour Pool,2.397154742182191,2,NA,Steelhead,2,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_4,4,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Run,FNT,2.397154742182191,2,NA,BrookTrout,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_4,4,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Run,FNT,2.397154742182191,2,NA,Chinook,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_4,4,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Run,FNT,2.397154742182191,2,NA,Steelhead,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_5,5,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Scour Pool,2.397154742182191,2,NA,BrookTrout,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_5,5,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Scour Pool,2.397154742182191,2,NA,Chinook,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_5,5,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Scour Pool,2.397154742182191,2,NA,Steelhead,4,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_6,6,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Scour Pool,2.397154742182191,2,NA,BrookTrout,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_6,6,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Scour Pool,2.397154742182191,2,NA,Chinook,3,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_6,6,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Scour Pool,2.397154742182191,2,NA,Steelhead,4,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_7,7,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Scour Pool,2.397154742182191,2,NA,BrookTrout,1,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_7,7,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Scour Pool,2.397154742182191,2,NA,Chinook,1,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_7,7,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Scour Pool,2.397154742182191,2,NA,Steelhead,1,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_8,8,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Scour Pool,2.397154742182191,2,NA,BrookTrout,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_8,8,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Scour Pool,2.397154742182191,2,NA,Chinook,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_8,8,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Scour Pool,2.397154742182191,2,NA,Steelhead,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_9,9,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Scour Pool,2.397154742182191,2,NA,BrookTrout,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_9,9,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Scour Pool,2.397154742182191,2,NA,Chinook,0,NA,NA,NA
WC503432-000016,Wenatchee,Napeequa River,WC503432-000016_9,9,WDFW,Snorkeling,Snorkel,2017-12-11T16:45:00Z,Pool,Scour Pool,2.397154742182191,2,NA,Steelhead,0,NA,NA,NA
WC503432-000032,Wenatchee,Nason Creek,WC503432-000032_1,1,WDFW,Snorkeling,Snorkel,2017-12-06T17:00:00Z,Run,FNT,7.072066480752915,1.5,NA,BrookTrout,0,NA,NA,NA
WC503432-000032,Wenatchee,Nason Creek,WC503432-000032_1,1,WDFW,Snorkeling,Snorkel,2017-12-06T17:00:00Z,Run,FNT,7.072066480752915,1.5,NA,Chinook,3,NA,NA,NA
WC503432-000032,Wenatchee,Nason Creek,WC503432-000032_1,1,WDFW,Snorkeling,Snorkel,2017-12-06T17:00:00Z,Run,FNT,7.072066480752915,1.5,NA,Steelhead,4,NA,NA,NA
WC503432-000032,Wenatchee,Nason Creek,WC503432-000032_3,3,WDFW,Snorkeling,Snorkel,2017-12-06T17:00:00Z,Run,FNT,7.072066480752915,1.5,NA,BrookTrout,0,NA,NA,NA
WC503432-000032,Wenatchee,Nason Creek,WC503432-000032_3,3,WDFW,Snorkeling,Snorkel,2017-12-06T17:00:00Z,Run,FNT,7.072066480752915,1.5,NA,Chinook,18,NA,NA,NA
WC503432-000032,Wenatchee,Nason Creek,WC503432-000032_3,3,WDFW,Snorkeling,Snorkel,2017-12-06T17:00:00Z,Run,FNT,7.072066480752915,1.5,NA,Steelhead,25,NA,NA,NA
WC503432-000032,Wenatchee,Nason Creek,WC503432-000032_5,5,WDFW,Snorkeling,Snorkel,2017-12-06T17:00:00Z,Run,FNT,7.072066480752915,1.5,NA,BrookTrout,0,NA,NA,NA
WC503432-000032,Wenatchee,Nason Creek,WC503432-000032_5,5,WDFW,Snorkeling,Snorkel,2017-12-06T17:00:00Z,Run,FNT,7.072066480752915,1.5,NA,Chinook,19,NA,NA,NA
WC503432-000032,Wenatchee,Nason Creek,WC503432-000032_5,5,WDFW,Snorkeling,Snorkel,2017-12-06T17:00:00Z,Run,FNT,7.072066480752915,1.5,NA,Steelhead,22,NA,NA,NA
WC503432-000032,Wenatchee,Nason Creek,WC503432-000032_6,6,WDFW,Snorkeling,Snorkel,2017-12-06T17:00:00Z,Riffle,Riffle,7.072066480752915,1.5,NA,BrookTrout,0,NA,NA,NA
WC503432-000032,Wenatchee,Nason Creek,WC503432-000032_6,6,WDFW,Snorkeling,Snorkel,2017-12-06T17:00:00Z,Riffle,Riffle,7.072066480752915,1.5,NA,Chinook,0,NA,NA,NA
WC503432-000032,Wenatchee,Nason Creek,WC503432-000032_6,6,WDFW,Snorkeling,Snorkel,2017-12-06T17:00:00Z,Riffle,Riffle,7.072066480752915,1.5,NA,Steelhead,0,NA,NA,NA
WC503432-000166,Wenatchee,Nason Creek,WC503432-000166_1,1,WDFW,Snorkeling,Snorkel,2017-12-05T17:30:00Z,Run,FNT,6.520176900321434,1,NA,BrookTrout,0,NA,NA,NA
WC503432-000166,Wenatchee,Nason Creek,WC503432-000166_1,1,WDFW,Snorkeling,Snorkel,2017-12-05T17:30:00Z,Run,FNT,6.520176900321434,1,NA,Chinook,4,NA,NA,NA
WC503432-000166,Wenatchee,Nason Creek,WC503432-000166_1,1,WDFW,Snorkeling,Snorkel,2017-12-05T17:30:00Z,Run,FNT,6.520176900321434,1,NA,Steelhead,44,NA,NA,NA
WC503432-000166,Wenatchee,Nason Creek,WC503432-000166_2,2,WDFW,Snorkeling,Snorkel,2017-12-05T17:30:00Z,Pool,Scour Pool,6.520176900321434,1,NA,BrookTrout,0,NA,NA,NA
WC503432-000166,Wenatchee,Nason Creek,WC503432-000166_2,2,WDFW,Snorkeling,Snorkel,2017-12-05T17:30:00Z,Pool,Scour Pool,6.520176900321434,1,NA,Chinook,0,NA,NA,NA
WC503432-000166,Wenatchee,Nason Creek,WC503432-000166_2,2,WDFW,Snorkeling,Snorkel,2017-12-05T17:30:00Z,Pool,Scour Pool,6.520176900321434,1,NA,Steelhead,35,NA,NA,NA
WC503432-000166,Wenatchee,Nason Creek,WC503432-000166_2,2,WDFW,Calibration,Mark Recapture,2018-01-09T18:20:00Z,Pool,Scour Pool,NA,1,NA,Steelhead,35,14,12,4
WC503432-000166,Wenatchee,Nason Creek,WC503432-000166_3,3,WDFW,Snorkeling,Snorkel,2017-12-05T17:30:00Z,Riffle,Riffle,6.520176900321434,1,NA,BrookTrout,0,NA,NA,NA
WC503432-000166,Wenatchee,Nason Creek,WC503432-000166_3,3,WDFW,Snorkeling,Snorkel,2017-12-05T17:30:00Z,Riffle,Riffle,6.520176900321434,1,NA,Chinook,0,NA,NA,NA
WC503432-000166,Wenatchee,Nason Creek,WC503432-000166_3,3,WDFW,Snorkeling,Snorkel,2017-12-05T17:30:00Z,Riffle,Riffle,6.520176900321434,1,NA,Steelhead,1,NA,NA,NA
WC503432-000166,Wenatchee,Nason Creek,WC503432-000166_4,4,WDFW,Snorkeling,Snorkel,2017-12-05T17:30:00Z,Pool,Off Channel,6.520176900321434,1,NA,BrookTrout,0,NA,NA,NA
WC503432-000166,Wenatchee,Nason Creek,WC503432-000166_4,4,WDFW,Snorkeling,Snorkel,2017-12-05T17:30:00Z,Pool,Off Channel,6.520176900321434,1,NA,Chinook,0,NA,NA,NA
WC503432-000166,Wenatchee,Nason Creek,WC503432-000166_4,4,WDFW,Snorkeling,Snorkel,2017-12-05T17:30:00Z,Pool,Off Channel,6.520176900321434,1,NA,Steelhead,15,NA,NA,NA
WC503432-000166,Wenatchee,Nason Creek,WC503432-000166_4,4,WDFW,Calibration,Mark Recapture,2018-01-09T18:40:00Z,Pool,Off Channel,NA,1,NA,Steelhead,15,3,6,2
WC503432-000166,Wenatchee,Nason Creek,WC503432-000166_5,5,WDFW,Snorkeling,Snorkel,2017-12-05T17:30:00Z,Pool,Scour Pool,6.520176900321434,1,NA,BrookTrout,0,NA,NA,NA
WC503432-000166,Wenatchee,Nason Creek,WC503432-000166_5,5,WDFW,Snorkeling,Snorkel,2017-12-05T17:30:00Z,Pool,Scour Pool,6.520176900321434,1,NA,Chinook,2,NA,NA,NA
WC503432-000166,Wenatchee,Nason Creek,WC503432-000166_5,5,WDFW,Snorkeling,Snorkel,2017-12-05T17:30:00Z,Pool,Scour Pool,6.520176900321434,1,NA,Steelhead,11,NA,NA,NA
WC503432-000166,Wenatchee,Nason Creek,WC503432-000166_6,6,WDFW,Snorkeling,Snorkel,2017-12-05T17:30:00Z,Run,FNT,6.520176900321434,1,NA,BrookTrout,0,NA,NA,NA
WC503432-000166,Wenatchee,Nason Creek,WC503432-000166_6,6,WDFW,Snorkeling,Snorkel,2017-12-05T17:30:00Z,Run,FNT,6.520176900321434,1,NA,Chinook,58,NA,NA,NA
WC503432-000166,Wenatchee,Nason Creek,WC503432-000166_6,6,WDFW,Snorkeling,Snorkel,2017-12-05T17:30:00Z,Run,FNT,6.520176900321434,1,NA,Steelhead,60,NA,NA,NA
WC503432-000166,Wenatchee,Nason Creek,WC503432-000166_7,7,WDFW,Snorkeling,Snorkel,2017-12-05T17:30:00Z,Pool,Scour Pool,6.520176900321434,1,NA,BrookTrout,0,NA,NA,NA
WC503432-000166,Wenatchee,Nason Creek,WC503432-000166_7,7,WDFW,Snorkeling,Snorkel,2017-12-05T17:30:00Z,Pool,Scour Pool,6.520176900321434,1,NA,Chinook,1,NA,NA,NA
WC503432-000166,Wenatchee,Nason Creek,WC503432-000166_7,7,WDFW,Snorkeling,Snorkel,2017-12-05T17:30:00Z,Pool,Scour Pool,6.520176900321434,1,NA,Steelhead,0,NA,NA,NA
WC503432-000166,Wenatchee,Nason Creek,WC503432-000166_8,8,WDFW,Snorkeling,Snorkel,2017-12-05T17:30:00Z,Pool,Off Channel,6.520176900321434,1,NA,BrookTrout,0,NA,NA,NA
WC503432-000166,Wenatchee,Nason Creek,WC503432-000166_8,8,WDFW,Snorkeling,Snorkel,2017-12-05T17:30:00Z,Pool,Off Channel,6.520176900321434,1,NA,Chinook,0,NA,NA,NA
WC503432-000166,Wenatchee,Nason Creek,WC503432-000166_8,8,WDFW,Snorkeling,Snorkel,2017-12-05T17:30:00Z,Pool,Off Channel,6.520176900321434,1,NA,Steelhead,0,NA,NA,NA
WENMASTER-000398,Wenatchee,Nason Creek,WENMASTER-000398_1,1,WDFW,Snorkeling,Snorkel,2017-12-21T16:45:00Z,Riffle,Riffle,3.796728318503814,1,NA,BrookTrout,0,NA,NA,NA
WENMASTER-000398,Wenatchee,Nason Creek,WENMASTER-000398_1,1,WDFW,Snorkeling,Snorkel,2017-12-21T16:45:00Z,Riffle,Riffle,3.796728318503814,1,NA,Chinook,0,NA,NA,NA
WENMASTER-000398,Wenatchee,Nason Creek,WENMASTER-000398_1,1,WDFW,Snorkeling,Snorkel,2017-12-21T16:45:00Z,Riffle,Riffle,3.796728318503814,1,NA,Steelhead,0,NA,NA,NA
WENMASTER-000398,Wenatchee,Nason Creek,WENMASTER-000398_2,2,WDFW,Snorkeling,Snorkel,2017-12-21T16:45:00Z,Pool,Scour Pool,3.796728318503814,1,NA,BrookTrout,0,NA,NA,NA
WENMASTER-000398,Wenatchee,Nason Creek,WENMASTER-000398_2,2,WDFW,Snorkeling,Snorkel,2017-12-21T16:45:00Z,Pool,Scour Pool,3.796728318503814,1,NA,Chinook,4,NA,NA,NA
WENMASTER-000398,Wenatchee,Nason Creek,WENMASTER-000398_2,2,WDFW,Snorkeling,Snorkel,2017-12-21T16:45:00Z,Pool,Scour Pool,3.796728318503814,1,NA,Steelhead,9,NA,NA,NA
WENMASTER-000398,Wenatchee,Nason Creek,WENMASTER-000398_3,3,WDFW,Snorkeling,Snorkel,2017-12-21T16:45:00Z,Pool,Scour Pool,3.796728318503814,1,NA,BrookTrout,0,NA,NA,NA
WENMASTER-000398,Wenatchee,Nason Creek,WENMASTER-000398_3,3,WDFW,Snorkeling,Snorkel,2017-12-21T16:45:00Z,Pool,Scour Pool,3.796728318503814,1,NA,Chinook,2,NA,NA,NA
WENMASTER-000398,Wenatchee,Nason Creek,WENMASTER-000398_3,3,WDFW,Snorkeling,Snorkel,2017-12-21T16:45:00Z,Pool,Scour Pool,3.796728318503814,1,NA,Steelhead,3,NA,NA,NA
WENMASTER-000398,Wenatchee,Nason Creek,WENMASTER-000398_4,4,WDFW,Snorkeling,Snorkel,2017-12-21T16:45:00Z,Riffle,Riffle,3.796728318503814,1,NA,BrookTrout,0,NA,NA,NA
WENMASTER-000398,Wenatchee,Nason Creek,WENMASTER-000398_4,4,WDFW,Snorkeling,Snorkel,2017-12-21T16:45:00Z,Riffle,Riffle,3.796728318503814,1,NA,Chinook,1,NA,NA,NA
WENMASTER-000398,Wenatchee,Nason Creek,WENMASTER-000398_4,4,WDFW,Snorkeling,Snorkel,2017-12-21T16:45:00Z,Riffle,Riffle,3.796728318503814,1,NA,Steelhead,2,NA,NA,NA
WENMASTER-000398,Wenatchee,Nason Creek,WENMASTER-000398_5,5,WDFW,Snorkeling,Snorkel,2017-12-21T16:45:00Z,SSC,Small Side Channel,3.796728318503814,1,NA,BrookTrout,0,NA,NA,NA
WENMASTER-000398,Wenatchee,Nason Creek,WENMASTER-000398_5,5,WDFW,Snorkeling,Snorkel,2017-12-21T16:45:00Z,SSC,Small Side Channel,3.796728318503814,1,NA,Chinook,3,NA,NA,NA
WENMASTER-000398,Wenatchee,Nason Creek,WENMASTER-000398_5,5,WDFW,Snorkeling,Snorkel,2017-12-21T16:45:00Z,SSC,Small Side Channel,3.796728318503814,1,NA,Steelhead,6,NA,NA,NA
WENMASTER-000398,Wenatchee,Nason Creek,WENMASTER-000398_6,6,WDFW,Snorkeling,Snorkel,2017-12-21T16:45:00Z,Pool,Scour Pool,3.796728318503814,1,NA,BrookTrout,0,NA,NA,NA
WENMASTER-000398,Wenatchee,Nason Creek,WENMASTER-000398_6,6,WDFW,Snorkeling,Snorkel,2017-12-21T16:45:00Z,Pool,Scour Pool,3.796728318503814,1,NA,Chinook,0,NA,NA,NA
WENMASTER-000398,Wenatchee,Nason Creek,WENMASTER-000398_6,6,WDFW,Snorkeling,Snorkel,2017-12-21T16:45:00Z,Pool,Scour Pool,3.796728318503814,1,NA,Steelhead,3,NA,NA,NA
WENMASTER-000398,Wenatchee,Nason Creek,WENMASTER-000398_7,7,WDFW,Snorkeling,Snorkel,2017-12-21T16:45:00Z,Run,FNT,3.796728318503814,1,NA,BrookTrout,0,NA,NA,NA
WENMASTER-000398,Wenatchee,Nason Creek,WENMASTER-000398_7,7,WDFW,Snorkeling,Snorkel,2017-12-21T16:45:00Z,Run,FNT,3.796728318503814,1,NA,Chinook,7,NA,NA,NA
WENMASTER-000398,Wenatchee,Nason Creek,WENMASTER-000398_7,7,WDFW,Snorkeling,Snorkel,2017-12-21T16:45:00Z,Run,FNT,3.796728318503814,1,NA,Steelhead,14,NA,NA,NA
WENMASTER-000398,Wenatchee,Nason Creek,WENMASTER-000398_8,8,WDFW,Snorkeling,Snorkel,2017-12-21T16:45:00Z,Riffle,Riffle,3.796728318503814,1,NA,BrookTrout,0,NA,NA,NA
WENMASTER-000398,Wenatchee,Nason Creek,WENMASTER-000398_8,8,WDFW,Snorkeling,Snorkel,2017-12-21T16:45:00Z,Riffle,Riffle,3.796728318503814,1,NA,Chinook,1,NA,NA,NA
WENMASTER-000398,Wenatchee,Nason Creek,WENMASTER-000398_8,8,WDFW,Snorkeling,Snorkel,2017-12-21T16:45:00Z,Riffle,Riffle,3.796728318503814,1,NA,Steelhead,9,NA,NA,NA
WENMASTER-000398,Wenatchee,Nason Creek,WENMASTER-000398_9,9,WDFW,Snorkeling,Snorkel,2017-12-21T16:45:00Z,Pool,Scour Pool,3.796728318503814,1,NA,BrookTrout,0,NA,NA,NA
WENMASTER-000398,Wenatchee,Nason Creek,WENMASTER-000398_9,9,WDFW,Snorkeling,Snorkel,2017-12-21T16:45:00Z,Pool,Scour Pool,3.796728318503814,1,NA,Chinook,5,NA,NA,NA
WENMASTER-000398,Wenatchee,Nason Creek,WENMASTER-000398_9,9,WDFW,Snorkeling,Snorkel,2017-12-21T16:45:00Z,Pool,Scour Pool,3.796728318503814,1,NA,Steelhead,1,NA,NA,NA
CBW05583-407211,Entiat,Stormy Creek,CBW05583-407211_1,1,WDFW,Snorkeling,Snorkel,2017-12-05T17:00:00Z,Run,FNT,0.013419746637779494,1,NA,BrookTrout,0,NA,NA,NA
CBW05583-407211,Entiat,Stormy Creek,CBW05583-407211_1,1,WDFW,Snorkeling,Snorkel,2017-12-05T17:00:00Z,Run,FNT,0.013419746637779494,1,NA,Chinook,0,NA,NA,NA
CBW05583-407211,Entiat,Stormy Creek,CBW05583-407211_1,1,WDFW,Snorkeling,Snorkel,2017-12-05T17:00:00Z,Run,FNT,0.013419746637779494,1,NA,Steelhead,2,NA,NA,NA
CBW05583-407211,Entiat,Stormy Creek,CBW05583-407211_10,10,WDFW,Snorkeling,Snorkel,2017-12-05T17:00:00Z,Riffle,Riffle,0.013419746637779494,1,NA,BrookTrout,0,NA,NA,NA
CBW05583-407211,Entiat,Stormy Creek,CBW05583-407211_10,10,WDFW,Snorkeling,Snorkel,2017-12-05T17:00:00Z,Riffle,Riffle,0.013419746637779494,1,NA,Chinook,0,NA,NA,NA
CBW05583-407211,Entiat,Stormy Creek,CBW05583-407211_10,10,WDFW,Snorkeling,Snorkel,2017-12-05T17:00:00Z,Riffle,Riffle,0.013419746637779494,1,NA,Steelhead,0,NA,NA,NA
CBW05583-407211,Entiat,Stormy Creek,CBW05583-407211_11,11,WDFW,Snorkeling,Snorkel,2017-12-05T17:00:00Z,Pool,Scour Pool,0.013419746637779494,1,NA,BrookTrout,0,NA,NA,NA
CBW05583-407211,Entiat,Stormy Creek,CBW05583-407211_11,11,WDFW,Snorkeling,Snorkel,2017-12-05T17:00:00Z,Pool,Scour Pool,0.013419746637779494,1,NA,Chinook,0,NA,NA,NA
CBW05583-407211,Entiat,Stormy Creek,CBW05583-407211_11,11,WDFW,Snorkeling,Snorkel,2017-12-05T17:00:00Z,Pool,Scour Pool,0.013419746637779494,1,NA,Steelhead,1,NA,NA,NA
CBW05583-407211,Entiat,Stormy Creek,CBW05583-407211_12,12,WDFW,Snorkeling,Snorkel,2017-12-05T17:00:00Z,Riffle,Riffle,0.013419746637779494,1,NA,BrookTrout,0,NA,NA,NA
CBW05583-407211,Entiat,Stormy Creek,CBW05583-407211_12,12,WDFW,Snorkeling,Snorkel,2017-12-05T17:00:00Z,Riffle,Riffle,0.013419746637779494,1,NA,Chinook,0,NA,NA,NA
CBW05583-407211,Entiat,Stormy Creek,CBW05583-407211_12,12,WDFW,Snorkeling,Snorkel,2017-12-05T17:00:00Z,Riffle,Riffle,0.013419746637779494,1,NA,Steelhead,0,NA,NA,NA
CBW05583-407211,Entiat,Stormy Creek,CBW05583-407211_13,13,WDFW,Snorkeling,Snorkel,2017-12-05T17:00:00Z,Run,FNT,0.013419746637779494,1,NA,BrookTrout,0,NA,NA,NA
CBW05583-407211,Entiat,Stormy Creek,CBW05583-407211_13,13,WDFW,Snorkeling,Snorkel,2017-12-05T17:00:00Z,Run,FNT,0.013419746637779494,1,NA,Chinook,0,NA,NA,NA
CBW05583-407211,Entiat,Stormy Creek,CBW05583-407211_13,13,WDFW,Snorkeling,Snorkel,2017-12-05T17:00:00Z,Run,FNT,0.013419746637779494,1,NA,Steelhead,0,NA,NA,NA
CBW05583-407211,Entiat,Stormy Creek,CBW05583-407211_14,14,WDFW,Snorkeling,Snorkel,2017-12-05T17:00:00Z,Pool,Scour Pool,0.013419746637779494,1,NA,BrookTrout,0,NA,NA,NA
CBW05583-407211,Entiat,Stormy Creek,CBW05583-407211_14,14,WDFW,Snorkeling,Snorkel,2017-12-05T17:00:00Z,Pool,Scour Pool,0.013419746637779494,1,NA,Chinook,0,NA,NA,NA
